ADDRESS,CITY,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH
2115 Homet Rd,San Marino,91108,2899000,5,3,3100,9100,1929,6,935,0
2126 Norwalk Ave,Los Angeles,90041,1290000,5,3,1512,6189,1922,11,853,0
2157 Homet,San Marino,91108,2888888,5,5,3559,8705,1928,20,812,0
221 Lake Shr,Los Angeles,90026,975000,5,3,1810,4773,1924,16,539,0
22209 Denker Ave,Torrance,90501,1590000,5,4,2400,7200,2020,84,663,0
2262 Lake View Ave,Los Angeles,90039,1750000,5,4,2701,4929,1926,18,648,0
2285 S Oak Knoll Ave S,San Marino,91108,7800000,5,6,5972,29058,2016,10,1306,0
235 N Dianthus St,Manhattan Beach,90266,8000000,5,4.5,5152,6501,1985,4,1553,0
242 S Bedford Dr,Beverly Hills,90212,4795000,5,5.5,3753,7651,1929,5,1278,0
2520 Monterey Rd,San Marino,91108,2380000,5,4,2914,6835,1962,23,817,0
2529 Hauser Blvd,Los Angeles,90016,1300000,5,5,2735,5672,1940,49,475,0
2568 Park Oak Dr,Los Angeles,90068,7895000,5,7,6434,38721,1993,4,1227,0
283 Lola Ave,Pasadena,91107,1149000,5,2,1817,7501,1923,7,632,0
2866 Edgehill Dr,Los Angeles,90018,1295000,5,5,2884,7880,1924,11,449,0
311 S San Marino Ave,San Gabriel,91776,1620000,5,5.5,5564,5248,1913,14,291,0
3151 E California Blvd,Pasadena,91107,4390000,5,7,7313,32709,2010,48,600,0
3217 W 139th St,Hawthorne,90250,890000,5,2,1766,6401,1948,84,504,0
3314 Club Dr,Los Angeles,90064,3995000,5,3,2891,13543,1940,24,1382,0
3345 E Green,Pasadena,91107,1799900,5,3,2923,7851,2007,1,616,0
3490 St Susan Pl,Los Angeles,90066,3250000,5,4,3694,8365,1969,26,880,0
355 E 181st St,Carson,90746,850000,5,2,1706,5194,1953,32,498,0
3922 W 28th St,Los Angeles,90018,1100000,5,6,2416,5395,1922,63,455,0
3992 Dwiggins St,Los Angeles,90063,1095888,5,3,2450,4558,2021,3,447,0
4147 W 162nd St,Lawndale,90260,825000,5,4,1977,5330,1954,72,417,0
4222 W 168th St,Lawndale,90260,995000,5,2,1982,7313,1944,171,502,0
4293 Jasmine Ave,Culver City,90232,4350000,5,6.5,4288,5772,2022,14,1014,0
4331 Kenyon Ave,Los Angeles,90066,3349000,5,5.5,3573,6608,2017,3,937,0
4365 Kraft Ave,Studio City,91604,4750000,5,5.5,6027,6749,2022,2,788,0
4516 St Charles Pl,Los Angeles,90019,1280000,5,3,3097,7013,1921,112,413,0
4614 Westdale Ave,Los Angeles,90041,1299999,5,4,2328,7416,1924,2,558,0
5021 Harmony Ln,Cypress,90630,1799000,5,4.5,3867,6840,2014,135,465,136
507 N Gardner St,Los Angeles,90036,3795000,5,5.5,4028,6480,2015,1,942,0
523 S Wilton Pl,Los Angeles,90020,1385000,5,4,3504,8550,1913,1,395,0
5243 Sumner Ave,Eagle Rock,90041,1599000,5,4,2522,6573,1924,26,634,0
542 N Vista St,Los Angeles,90036,4750000,5,6.5,5174,7006,2021,75,918,0
5822 N Vista St,San Gabriel,91775,1428000,5,3,2146,11603,1956,90,665,0
6019 N Walnut Grove Ave,San Gabriel,91775,1850000,5,5,3690,7574,1999,82,501,0
619 N Oakland Ave,Pasadena,91101,1100000,5,2.5,2881,11416,1905,95,382,0
621 N Huntington Ave,Monterey Park,91754,1400000,5,5,2539,5235,2004,19,551,0
6216 Ranchito Ave,Valley Glen,91401,1895000,5,4.5,3594,10725,2007,3,527,0
654 W Acacia Ave,El Segundo,90245,2129000,5,3,2953,6025,1987,4,721,0
675 Elliott Dr,Pasadena,91106,5799000,5,6.5,4140,10750,2019,24,1401,0
7116 Briarstone Ln,West Hills,91307,1469000,5,4,3089,7569,1985,2,476,125
825 E Claude St,Carson,90746,770000,5,3,2365,4886,1963,5,326,0
8443 Clinton St,West Hollywood,90048,2395000,5,5,2615,3503,1941,32,916,0
8601 San Romolo Way,Buena Park,90620,1100000,5,3,2164,6000,1959,17,508,0
868 9th St,Manhattan Beach,90266,8300000,5,5.5,5526,5795,2021,248,1502,0
870 W 18th St,San Pedro,90731,989000,5,5,2720,5012,1931,1,364,0
905 Irolo St,Los Angeles,90006,2400000,5,2,2428,8089,1908,1,988,0
907 Dexter St,Los Angeles,90042,900000,5,4,1989,7482,1924,152,452,0
947 S Sycamore Ave,Los Angeles,90036,1595000,5,5,3288,6457,1926,87,485,0
9628 Claire Ave,Northridge,91324,1350000,5,3,2557,17501,1959,3,528,0
1013 E Elk Ave,Glendale,91205,3950000,6,11,5313,10572,1949,399,743,0
10607 Wellworth Ave,Los Angeles,90024,5499000,6,6.5,5000,6088,2022,7,1100,0
109 N Marguerita Ave,Alhambra,91801,1998000,6,6,3183,5996,1959,66,628,0
1106 S Cochran Ave,Los Angeles,90019,2000000,6,4,4542,6898,1936,18,440,0
1122-1124 S Rimpau Blvd,Los Angeles,90019,2049000,6,4,3326,7500,1950,4,616,0
1133 Keniston Ave,Los Angeles,90019,1400000,6,2,2089,7000,1923,4,670,0
11419 Cumpston St,Valley Village,91601,2100000,6,1,2880,5744,1955,3,729,0
115 E Linda Vista Ave,Alhambra,91801,1299500,6,2.5,3072,7966,1926,10,423,0
11742 209th St,Lakewood,90715,1249999,6,3,2760,5762,1980,156,453,0
1200 Hillcrest Ave,Pasadena,91106,5980000,6,6,6078,25656,1989,222,984,0
12062 Excelsior Dr,Norwalk,90650,948888,6,3,2405,6037,1949,151,395,0
1240 Morningside Way,Venice,90291,6499000,6,6,5964,10862,2016,82,1090,0
1260 Shenandoah Rd,San Marino,91108,11880000,6,8.5,9120,52084,1926,205,1303,0
1318 E 59th Pl,Los Angeles,90001,850000,6,4,2415,5690,1956,3,352,0
134 S Detroit St,Los Angeles,90036,2750000,6,4,4404,6423,1935,6,624,0
1470 Virginia Rd,San Marino,91108,16998000,6,7.5,8183,50119,2021,186,2077,0
14924 Clark Ave,Bellflower,90706,1400000,6,0,3278,5532,1972,12,427,0
1550 Homewood Dr,Altadena,91001,1550000,6,0,4800,25321,2022,285,323,0
1565 Lombardy Rd,Pasadena,91106,21500000,6,8,7903,72302,1923,157,2720,0
158 N Bonnie Ave,Pasadena,91106,1250000,6,4,2882,8391,1915,21,434,0
1611 W 218th St,Torrance,90501,1360000,6,3,2898,10804,1938,28,469,0
162 E Claremont St,Pasadena,91103,1300000,6,3,2706,4681,1888,13,480,0
180 S Vista St,Los Angeles,90036,2500000,6,5,4309,7005,1930,15,580,0
18101 Green Meadow Dr,Encino,91316,2895000,6,5,5750,17507,1974,2,503,125
1938 Fairburn Ave,Los Angeles,90025,5700000,6,5.5,5700,6663,2021,5,1000,0
213 S Gale Dr,Beverly Hills,90211,3500000,6,6,3785,6501,1939,102,925,0
2223 Clyde Ave,Los Angeles,90016,1199000,6,5,3138,6337,1939,11,382,0
2333 Hauser Blvd,Los Angeles,90016,2025000,6,4.5,4200,6078,1963,42,482,0
2408 Castle Heights Ave,Los Angeles,90034,5795000,6,6.5,5800,10200,2021,42,999,66
2455 Lake View Ave,Silver Lake,90039,1795000,6,5,2816,5164,1981,7,637,0
256 S Rexford Dr,Beverly Hills,90212,2950000,6,4,3971,6070,1932,17,743,0
2592 Armacost Ave,Los Angeles,90064,2275000,6,5,3832,5419,1950,41,594,0
2642 Queen St,Los Angeles,90039,1169000,6,6,2440,6007,1923,100,479,0
28 W Montana St,Pasadena,91103,1250000,6,3,1880,7892,1963,104,665,0
3045 Larga Ave,Los Angeles,90039,3190000,6,1,19915,19915,1926,312,160,0
3110 Military Ave,Los Angeles,90034,3395000,6,5,3300,6440,1952,4,1029,0
3117 S Beverly Dr,Los Angeles,90034,2795000,6,4,2494,4999,1930,2,1121,0
3125 Pearl St,Santa Monica,90405,4350000,6,5.5,4367,5233,1941,12,996,0
3371 Perlita Ave,Los Angeles,90039,1284000,6,3,2324,6752,1923,5,552,0
3511 W 21st St,Los Angeles,90018,1879000,6,3.5,3186,7490,1909,45,590,0
357 N Formosa Ave,Los Angeles,90036,4750000,6,6,5000,7699,1928,13,950,0
361 W Palmer Ave,Glendale,91204,1999000,6,5,2485,6999,1950,7,804,0
369 S Elm Dr,Beverly Hills,90212,3300000,6,4,4831,6469,1935,70,683,0
3819 Sawtelle Blvd,Culver City,90066,1975000,6,5,3553,5027,1954,115,556,0
422 Smithwood Dr,Beverly Hills,90212,6250000,6,7.5,4771,6077,1937,31,1310,0
4329 W 159th St,Lawndale,90260,850000,6,0,1962,5201,1926,13,433,0
442 N Ogden Dr,Los Angeles,90036,1860000,6,5,2688,6375,1926,27,692,0
4611 W 18th St,Los Angeles,90019,1500000,6,3,2572,6996,1954,21,583,0
4620 E Harvey Way,Long Beach,90808,1800000,6,5,4760,16816,1935,10,378,0
489 S Willaman Dr,Los Angeles,90048,3975000,6,6.5,4351,5267,2021,17,914,0
5064 Louise Ave,Encino,91316,3980000,6,4.5,4540,17500,1972,2,877,0
5386 Camp St,Cypress,90630,1825000,6,2,3552,13475,1946,28,514,0
5416 Thornburn St,Los Angeles,90045,1605000,6,4,3332,9248,1949,1,482,0
61 N Parkwood Ave,Pasadena,91107,1490000,6,4,2349,8441,1920,13,634,0
611 Ocean Park Blvd,Santa Monica,90405,3300000,6,6,4694,6121,1922,63,703,0
618 Pacific St,Santa Monica,90405,3000000,6,6,3430,5634,1965,7,875,0
6253 W Olympic Blvd,Los Angeles,90048,1900000,6,2,3743,5871,1936,66,508,0
8021 Blackburn Ave #2,Los Angeles,90048,2450000,6,4,3892,5878,1937,27,629,0
8340 Mission Dr,Rosemead,91770,2160000,6,5,3500,8449,2016,138,617,0
83408342 Mission Dr,Rosemead,91770,2160000,6,3,3500,8449,2016,130,617,0
8555 Hollywood Blvd,Los Angeles,90069,7199000,6,6,4706,15405,1961,4,1530,0
927 Camulos St,Los Angeles,90023,1175000,6,4,2478,5593,1913,2,474,0
0,Los Angeles,90043,850000,6,5,2832,7586,1962,3,300,0
1056 S Serrano Ave,Los Angeles,90006,2225000,7,7,4049,6209,1937,3,550,0
1140 5th Ave,Los Angeles,90019,1599000,7,4,3770,8100,1920,1,424,0
1428 S Crescent Heights Blvd,Los Angeles,90035,2225000,7,7,4648,7501,1949,10,479,0
1509 Aviation Blvd,Redondo Beach,90278,3850000,7,7,5900,11300,1952,159,653,0
1601 N Vista St,Los Angeles,90046,1980000,7,6,2000,6647,1921,3,990,0
1645 Orlando Rd,Pasadena,91106,11250000,7,8.5,8822,33070,2020,19,1275,0
2 Oak Knoll Ter,Pasadena,91106,45000000,7,15.5,32500,106900,1916,13,1385,167
201 S Arnaz Dr,Beverly Hills,90211,3500000,7,6,4782,6324,1925,4,732,0
2025 Addison Way,Los Angeles,90041,2800000,7,6,4422,12034,1928,7,633,0
2320 Carnegie Ln,Redondo Beach,90278,2422000,7,3,2849,7502,1952,4,850,0
234 S Avenue 56,Highland Park,90042,1599000,7,7,3120,6217,2021,3,513,0
2789 Mcconnell Dr,Los Angeles,90064,9800000,7,6.5,6656,23404,0,17,1472,0
3349-- 3351 W 135th St,Hawthorne,90250,1200000,7,4,2478,5600,1940,6,484,0
3817 Revere Ave,Los Angeles,90039,1289000,7,3,2828,5400,1922,14,456,0
4419 W 111th St,Inglewood,90304,800000,7,4,1310,4553,1931,254,611,0
460 E Sacramento St,Altadena,91001,2550000,7,7,6931,18401,2017,89,368,0
619 S June St,Los Angeles,90005,11900000,7,9.5,11059,30653,1928,82,1076,0
8494 Cole Crest Dr,Los Angeles,90046,5500000,7,6,4080,59851,1938,3,1348,0
850 N Marengo Ave,Pasadena,91103,2500000,7,7,4809,9307,1958,62,520,0
8802 La Salle St,Cypress,90630,1599000,7,4,3789,10019,1980,219,422,0
8812 Rangely Ave,West Hollywood,90048,3595000,7,4,4334,4934,1929,7,829,0
9116 Ralph St,Rosemead,91770,1999998,7,5.5,3680,8678,2000,29,543,0
917 Loma Vista Dr,Beverly Hills,90210,25999000,7,13,11360,87142,1974,1,2289,0
10004 Foster Rd,Bellflower,90706,1350000,8,4,3506,6071,1956,9,385,0
1008 Myra Ave,Los Angeles,90029,5400000,8,7,4402,16785,1909,1,1227,0
1014 Myra Ave,Los Angeles,90029,5400000,8,7,4402,16785,1909,1,1227,0
1111 S Cochran Ave,Los Angeles,90019,3050000,8,6,4960,6583,1953,42,615,0
1207 S Catalina St,Los Angeles,90006,2250000,8,6,3911,5912,1962,1,575,0
1226 Crenshaw Blvd,Los Angeles,90019,1649000,8,6,3968,7309,1916,26,416,0
12314 Washington Pl,Culver City,90066,1799000,8,4,3488,6130,1950,39,516,0
12320 Washington Pl,Culver City,90066,1799000,8,4,3550,6346,1950,39,507,0
1250 S Windsor Blvd,Los Angeles,90019,2490000,8,9,4005,10302,1911,87,622,0
1502 Maple St,Santa Monica,90405,3200000,8,10,4903,12557,1939,89,653,0
1604 S Bronson Ave,Los Angeles,90019,1160000,8,4,3810,6174,1947,42,304,0
1725 S Orange Dr,Los Angeles,90019,1299000,8,4,3575,5599,1925,11,363,0
18007 Jersey Ave,Artesia,90701,1600000,8,4,3624,9725,1964,19,442,0
1919 Grant Ave,Redondo Beach,90278,1900000,8,4,3398,7492,1924,129,559,0
2007 21st St,Santa Monica,90404,2299000,8,4,4631,7253,1947,4,496,0
237 W Howard St,Pasadena,91103,1950000,8,1,1,8747,1963,24,1950000,0
2404 S Carolina St,San Pedro,90731,1200000,8,4,3672,6092,1957,2,327,0
315 S Commonwealth Ave,Los Angeles,90020,1800000,8,5,4936,7824,1936,3,365,0
3247--3243 Isabel Ave,Rosemead,91770,1800000,8,6,2948,8283,1927,192,611,0
330 N Curson Ave,Los Angeles,90036,2479000,8,4,5823,6498,1931,70,426,0
346 N Maple Dr,Beverly Hills,90210,4750000,8,8,5330,7965,1947,1,891,0
3724 Kelton Ave,Los Angeles,90034,1599000,8,7,4060,4993,1966,39,394,0
401 N Ogden Dr,Los Angeles,90036,3400000,8,8,6930,6986,1928,41,491,0
4354 W 138th St,Hawthorne,90250,1599999,8,6.5,4696,8708,1991,20,341,0
451 S Bonnie Brae St,Los Angeles,90057,1800000,8,6,4291,7458,1920,3,419,0
4636-4638 Lomita St,Los Angeles,90019,1995000,8,9,2950,4668,2020,22,676,0
5406 Blackwelder St Unit 1-4,Los Angeles,90016,1490000,8,5,3224,4802,1965,6,462,0
620 W 41st Pl,Los Angeles,90037,1490000,8,4,3872,6750,1924,1,385,0
706 Copeland Ct,Santa Monica,90405,1850000,8,4,2801,5841,1947,70,660,0
7807 Hellman Ave,Rosemead,91770,1280000,8,4,3420,6449,1959,524,374,0
8006 Blackburn Ave,Los Angeles,90048,3400000,8,10,6016,6250,1956,80,565,0
823 S Curson Ave,Los Angeles,90036,3500000,8,7,6421,11000,1929,82,545,0
863 W Vernon Ave,Los Angeles,90037,1000000,8,4,3267,6250,1948,1,306,0
9940 Robbins Dr,Beverly Hills,90212,4400000,8,8,5969,7001,1936,39,737,0
11304 Tiara St,North Hollywood,91601,1500000,9,5,4117,7001,1964,3,364,0
1430 S Sycamore Ave,Los Angeles,90019,2290000,9,9,6288,6851,1958,82,364,0
1539 Ricardo St,Los Angeles,90033,1699000,9,6,3622,7498,1939,46,469,0
1645 S La Brea Ave,Los Angeles,90019,2000000,9,8,5176,6301,1951,91,386,0
16517 S Denver Ave,Gardena,90248,1169000,9,0,2628,6160,1965,49,445,0
2018 E 3rd St,Los Angeles,90033,1580000,9,2,5574,6303,1904,3,283,0
2538 S Alma St,San Pedro,90731,1599000,9,4,4052,4501,1963,4,395,0
3647 Ocean View Ave,Los Angeles,90066,2750000,9,4,5000,12165,1918,60,550,0
3753 Veteran Ave,Los Angeles,90034,2250000,9,8,4348,4662,1965,26,517,0
5441 Blackwelder St,Los Angeles,90016,1670000,9,8,6000,4800,1944,104,278,0
5675 Packard St,Los Angeles,90019,2950000,9,6,5794,7298,1938,28,509,0
5869 Dauphin Ave,Los Angeles,90034,1700000,9,6,3244,4002,1965,105,524,0
8852 Greenwood Ave,San Gabriel,91775,1980000,9,5,3245,19194,1963,49,610,0
10876 Palms Blvd,Los Angeles,90034,3650000,10,11,6694,7044,1966,14,545,0
1119 Rexford Dr,Los Angeles,90035,3100000,10,9,6148,6070,1958,105,504,0
1344 E Broadway,Glendale,91205,2799000,10,10,4236,8049,1982,111,661,0
1605 S Atlantic Blvd,Alhambra,91803,3995000,10,8,6131,22847,1947,615,652,0
1609 S Atlantic Blvd,Alhambra,91803,3695000,10,0,6131,22847,1947,99,603,0
1780 Lombardy Rd,San Marino,91108,15000000,10,9,12808,44039,1928,305,1171,0
2012 Brighton St Unit C,San Gabriel,91776,1980000,10,9,4936,15889,1988,292,401,0
304 S Chapel Ave,Alhambra,91801,2750000,10,0,5400,19792,1954,19,509,0
4804 S VAN NESS,Los Angeles,90062,975000,10,12,4159,5204,1914,1,234,0
525 N Hayworth Ave,Los Angeles,90048,3150000,10,9,6166,6611,1966,2,511,0
628 W Glenoaks Blvd,Glendale,91202,2245000,10,1,3890,10827,1946,98,577,0
649 Ocean Park Blvd,Santa Monica,90405,3295000,10,7,5262,8081,1957,48,626,0
989 N Summit Ave,Pasadena,91103,1699888,10,6,3494,12007,1916,4,487,0
3723 Artesia Blvd,Torrance,90504,1950000,11,8,4963,6255,1958,11,393,0
8615 Walker St,Cypress,90630,2200000,11,3.5,4100,14450,1960,49,537,0
9720 Artesia Blvd,Bellflower,90706,1850000,11,5,4602,11596,1946,173,402,0
"1017 S Bedford St Unit 1,2,3,4",Los Angeles,90035,3200000,12,8,6104,5721,1965,18,524,0
113 S Cedar St,Glendale,91205,2199000,12,12,4770,7131,1984,8,461,0
1154 S Plymouth Blvd,Los Angeles,90019,2200000,12,4,5018,7632,1946,40,438,0
1400 W 218th St,Torrance,90501,4500000,12,3,5402,18008,1928,18,833,0
1447 E WINDSOR Rd,Glendale,91205,3195500,12,12,4992,9274,1982,27,640,0
1647 W 206th St,Torrance,90501,1625000,12,9,4488,7004,1978,120,362,0
19435 Cohasset St,Reseda,91335,2195000,12,8,5000,26067,1950,3,439,0
22214 Avenue San Luis,Woodland Hills,91364,2775000,12,6,6400,14530,1981,1,434,0
228 N Jackson St,Glendale,91206,2100000,12,4,7040,7479,1969,7,298,0
241 S Curtis Ave,Alhambra,91801,2450000,12,12,5789,7550,1979,18,423,0
2648 23rd St,Santa Monica,90405,4000000,12,8,6294,9283,1949,28,636,0
2820 W Slauson Ave,Los Angeles,90043,1100000,12,8,3326,2768,1960,1,331,0
5335 W Homeside Ave,Los Angeles,90016,2999000,12,11.5,4481,4800,2022,3,669,0
5524 W 6th St,Los Angeles,90036,2450000,12,12,7115,7802,1936,12,344,0
714 E Elk Ave,Glendale,91205,1450000,12,11,6951,6782,1994,20,209,0
0,Los Angeles,90016,2395000,12,8,5190,6375,0,18,461,0
0,Los Angeles,90003,2400000,12,12,6480,13471,1924,2,370,0
1449 S Point View St,Los Angeles,90035,3100000,13,9,7566,8503,1965,39,410,0
1937 17th St,Santa Monica,90403,2788000,13,6,4840,7746,1948,76,576,0
6142 Afton Pl,Los Angeles,90028,4680000,13,7,7526,7000,1963,3,622,0
11969 Iowa Ave,Los Angeles,90025,3799000,14,11,6962,7444,1962,3,546,0
1833 16th St,Santa Monica,90404,2995000,14,8,5375,7524,1959,13,557,0
1927 Artesia Blvd,Redondo Beach,90278,3875000,14,8,5881,6474,1962,197,659,0
2910 Acresite St,Los Angeles,90039,2250000,14,10,4898,10079,1965,150,459,0
2472 N Eastern Ave,El Sereno,90032,1800000,15,7,6570,20069,1949,1,274,0
3824 Keystone Ave,Culver City,90232,3995000,15,9,6441,6668,1960,34,620,0
733 Hill St,Santa Monica,90405,3199000,15,10,4526,5973,1987,40,707,0
13707 Yukon Ave,Hawthorne,90250,3950000,16,15,10692,13024,1985,6,369,0
22601 S Harvard St,Torrance,90501,3150000,16,5,4754,6257,2021,2,663,0
2620 11th St,Santa Monica,90405,7200000,16,16,8084,17072,1947,42,891,0
3991 Denker Ave,Los Angeles,90062,2750000,16,8,6264,9445,1931,1,439,0
4553 Saturn St,Los Angeles,90019,3800000,16,3.5,5440,7000,2021,3,699,0
6521 Orange St,Los Angeles,90048,2550000,16,4,3738,6250,1926,11,682,0
837 N Kingsley Dr,Los Angeles,90029,3800000,16,4,6848,7147,2021,3,555,0
421 Porter St,Glendale,91205,4995000,17,20.5,9157,7457,1987,82,545,0
751 S Normandie Ave,Los Angeles,90005,9250000,17,48,34291,10659,1928,3,270,0
11520 186th St,Artesia,90701,4975000,18,3,10240,22651,1973,6,486,0
1539 Woodruff Ave,Los Angeles,90024,7250000,18,18,14979,7509,1968,13,484,0
2919 Partridge Ave,Los Angeles,90039,1399000,18,0,3312,11167,1907,122,422,0
1362 S Longwood Ave,Los Angeles,90019,3185000,20,16,10026,11325,1953,26,318,0
3315 Andrita St,Los Angeles,90065,3599995,20,14,8352,9601,1965,255,431,0
4419 W 162nd St,Lawndale,90260,5500000,20,1.5,10430,9611,1991,137,527,0
934 S Concourse Ave,East Los Angeles,90022,875000,20,4,2,5056,1953,1,437500,0
3960 Inglewood Blvd,Los Angeles,90066,4850000,21,20,8899,6928,1962,12,545,0
1650 S Bentley Ave,Los Angeles,90025,5950000,22,16,13293,8230,1982,26,448,0
11500-11506 186th St,Artesia,90701,9100000,30,5,17638,22215,2014,27,516,0
15731 Ryon Ave,Bellflower,90706,7700000,32,32,15280,43000,2016,144,504,0
3001 Petite Ct,Los Angeles,90039,4500000,32,16,12700,19447,1960,236,354,0
6517 Orange St,Los Angeles,90048,2550000,32,8,4232,6250,1926,11,603,0
9500 W Olympic Blvd,Beverly Hills,90212,21500000,34,36,0,29007,0,102,0,0
11265 Palms Blvd,Los Angeles,90066,10700000,40,24,25688,40820,1947,73,417,0
11301 Athens Way,Los Angeles,90061,699000,47,3,15691,6050,2022,4,45,0
11562 186th St,Artesia,90701,10975000,47,3,23557,46609,1973,6,466,0
1130 Marine Ave,Gardena,90247,12000000,55,2,27044,42029,1960,154,444,0
